match_id,season,round_label,round_number,date,team,opposition_team,player_id,full_name,player_key,jersey_number,raw_position,display_position,is_starting,source_url
2025001,2025,Round 1,1,2025-02-13,Wigan,Leigh,,Ellis,ellis,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025001,2025,Round 1,1,2025-02-13,Wigan,Leigh,,Mago,mago,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025001,2025,Round 1,1,2025-02-13,Wigan,Leigh,,Dupree,dupree,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025001,2025,Round 1,1,2025-02-13,Wigan,Leigh,,Hill,hill,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025001,2025,Round 1,1,2025-02-13,Wigan,Leigh,,Forber,forber,,B,HK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Rapana,rapana,,FB,FB,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Barron,barron,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Hardaker,hardaker,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Briscoe,briscoe,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Martin,martin,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Cust,cust,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Sezer,sezer,,HLF,HLF,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Ese’ese,eseese,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Bourouh,bourouh,,HK,HK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Aydin,aydin,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Cartwright,cartwright,,L2R,L2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Lane,lane,,R2R,R2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Asiata,asiata,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Ashworth,ashworth,,B,R2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Balmforth,balmforth,,B,HK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Fash,fash,,B,LK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Hull FC,Catalans,,Sao,sao,,B,,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Mourgue,mourgue,,FB,FB,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Makinson,makinson,,RW,RW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Sironen,sironen,,RC,RC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Romano,romano,,LC,LC,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Cotric,cotric,,LW,LW,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Keary,keary,,FE,FE,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Rougé,rouge,,HLF,HLF,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Satae,satae,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Garcia,garcia,,HK,HK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Navarrete,navarrete,,PR,PR,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Sims,sims,,L2R,L2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Whitehead,whitehead,,R2R,R2R,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Partington,partington,,LK,LK,True,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Pangai Junior,pangai junior,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Bousquet,bousquet,,B,PR,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Da Costa,da costa,,B,HK,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
2025002,2025,Round 1,1,2025-02-14,Catalans,Hull FC,,Séguier,seguier,,B,R2R,False,https://www.rugbyleagueproject.org/resources/RugbyLeague2025Annual.pdf
